"ID","ID_PK","Goal","Learn","Long_Goal"
"11475","6292","a receptionist at a Hair Salon ","how to operate business in cosmetology, and learn more about cutting and styling hair, as well as what to expect from customers","becoming a hair stylist and running my own hair salon"
"11476","6293","Any position of retail or food services","Money management, time management, and how to be fast and proficients in what I aim to do","Going to college and then to law school"
"11462","6294"," a prep cook","basic sanitation procedures and food preparation","being a chef  "
"11479","6295","a Pharmacy Technician","office procedures","earning a college degree in chemistry"
"11480","6296","an independent tailor and seamstress"," of the needs within my community for custom sewing","building a small business in personal and home services as i transition into retirement"
"11481","6297","My immediate goal is to work as a daycare worker. ","This position will help me learn skills of child care","earning a college degree in early childhood education"
"11485","6298","a video editor or videographer under University of Alabama in Huntsville. ","to work with more advanced software and gain more experience in the work environment","working as a video editor and animator for Pixar"
"11486","6299","My immediate goal is to work as a LNA in a nursing home. ","This position will help me learn how to help provide hath service to the elderly.   ","My long term goal is to work with children that have cancer"
"11490","6300","go to college and then medical school to get a doctorate","to be a team player and how to help children","becoming a pediatrician"
"11488","6301","a guitar lessons teacher. ","how to build relationships with customers and give me experience working in a music store","becoming a manager, and perhaps one day opening my own music store"
"11491","6303","secretary to the sales manager","to organize office materials, file paperwork properly, and build communication skills","working in an administrative atmosphere"
"11498","6304","My immediate goal is to work as a retail sales manager","This position will help me learn essential management skills while learning the inner workings of a successful business","As I pursue my long term goal of opening my own coffee shop this position will provide me with experience working with customers and management skills"
