"ID","Position","Name_of_Org","Date_Start","Date_End","ID_PK","Date_Start_Change","Date_End_Change"
"11636","Member","Skills usa","08/09/12 00:00:00",,"9387",,
"11677","Member","Spanish Club","01/01/12 00:00:00",,"9388","Year-Only",
"11684","Musician","Kingdom Living Ministries","10/01/07 00:00:00",,"9389","Month-Only",
"11696","Wrapping/Stuffing","Operation Christmas Child","01/01/13 00:00:00","01/01/13 00:00:00","9390","Year-Only","Year-Only"
"11676","Member","Beta Club","08/01/12 00:00:00",,"9391","Month-Only",
"11676","Member","Ambassadors Club","08/01/11 00:00:00",,"9392","Month-Only",
"11676","Member","Spanish Club","08/01/12 00:00:00",,"9393","Month-Only",
"11698","Alto","Kings mountain high school chorus","08/25/08 00:00:00",,"9394",,
"11689","Lieutenant","Kings Mountain Junior Volunteer Firefighters","02/01/11 00:00:00",,"9395","Month-Only",
"11688","Panio/ Singer/drummer ","Worship Leader","08/11/09 00:00:00","02/06/13 00:00:00","9396",,
"11698","Member","Health Education Career Student","09/04/11 00:00:00","01/10/12 00:00:00","9397",,
"11697","Member","Future Farmers of America","01/15/13 00:00:00",,"9398",,
"11688","Cashier","Food Lion","10/10/12 00:00:00",,"9399",,
"11677","Member","Beach Mission Trip ","01/01/13 00:00:00","01/01/13 00:00:00","9400","Year-Only","Year-Only"
"11690","N/A","N/A","01/01/13 00:00:00","01/01/13 00:00:00","9401","Year-Only","Year-Only"
"11668","Member","Mountie Make-A-Wish Club","08/01/12 00:00:00",,"9402","Month-Only",
"11670","Member","Family, Career and Community Leaders of America","08/25/11 00:00:00",,"9403",,
"11698","Tutorer","Kings mountain high school Algerbra 1 tutoring","02/12/10 00:00:00","06/10/11 00:00:00","9404",,
"11668","Member","The National Beta Club","08/01/12 00:00:00",,"9405","Month-Only",
"11668","Member","Health Education Career Students","08/01/10 00:00:00",,"9406","Month-Only",
"11668","Manager of the Women's Basketball Team","Kings Mountain Athletics Department","12/01/12 00:00:00",,"9407","Month-Only",
"11685","Editor in Chief","Yearbook","08/01/11 00:00:00",,"9408","Month-Only",
"11668","Member","Kings Mountain High School Theatre Department","01/01/13 00:00:00",,"9410","Month-Only",
"11686","Member","Future Farmers of America","08/25/11 00:00:00",,"9411",,
"9805","Member","Military Intelligence Corps Association","03/14/09 00:00:00",,"6969",,
"9805","Member","International Association of Crime Analysts","02/01/05 00:00:00",,"6970",,
"9805","Member","Minnesota Ass'n of Criminal Intelligence Analysts","02/01/05 00:00:00",,"6971",,
"9818","Instructor","Lifetime Fitness","06/01/11 00:00:00",,"6972","Month-Only",
"9817","Member","Phi Pheta Kappa Honor Society","12/10/10 00:00:00","07/23/11 00:00:00","6973",,
"9830","Member","The Legion","08/01/10 00:00:00",,"6974",,
"9826","Lector","Epiphany Catholic Church","01/01/05 00:00:00",,"6975","Month-Only",
"9826","Eucharistic Minister","Epiphany Catholic Church","12/01/10 00:00:00",,"6976","Month-Only",
"9826","Member/Volunteer","Epiphany Catholic Church","09/01/93 00:00:00",,"6977","Month-Only",
"9825","Specialist ","Army National Guard ","08/09/08 00:00:00",,"6978",,
"9826","Member","Phi Theta Kappa International Honor Society","04/01/10 00:00:00",,"6979","Month-Only",
"9353","NA","Im not involved with any associations because I ju","01/01/11 00:00:00","01/01/11 00:00:00","6980","Year-Only","Year-Only"
"9834","Vice President","Convention and Visitors Bureau","03/10/06 00:00:00","11/25/09 00:00:00","6981",,
"9836","Colorguard Member","SCGC","09/11/10 00:00:00","04/11/11 00:00:00","6982",,
"9837","Treasurer","Future Business Leaders of America","08/20/09 00:00:00",,"6983",,
"9839","Volunteer","Winnisquam Friends Of Football","08/19/09 00:00:00",,"6984",,
"9837","Member","LA Gear Up","08/01/09 00:00:00","05/31/10 00:00:00","6985",,
"9837","Youth Choir","Philadelphia Baptist Church","02/01/00 00:00:00",,"6986",,
"9837","Member","Patriot Scholars","01/01/09 00:00:00",,"6987",,
"9840","Representative","Student Council","09/10/10 00:00:00","06/10/11 00:00:00","6988",,
"9840","Member","Spanish Club","09/01/10 00:00:00","06/10/11 00:00:00","6989","Month-Only",
"9840","Member","Saint Joan of Arc Technology Club","09/01/08 00:00:00","06/01/09 00:00:00","6990","Month-Only","Month-Only"
"9842","Boy Scout","Boy Scouts of America","01/01/95 00:00:00","01/01/02 00:00:00","6991","Year-Only","Year-Only"
"9842","Offensive line","Varsity Football","01/01/06 00:00:00","01/01/07 00:00:00","6992","Year-Only","Year-Only"
"9842","Thrower","Track and Field","01/01/07 00:00:00","01/01/08 00:00:00","6993","Year-Only","Year-Only"
"9842","Member","Band","01/01/00 00:00:00","01/01/06 00:00:00","6994","Year-Only","Year-Only"
"9842","Manager","Varsity basketball manager","01/01/08 00:00:00","01/01/09 00:00:00","6995","Year-Only","Year-Only"
"9842","Player","Baseball","01/01/94 00:00:00","01/01/07 00:00:00","6996","Year-Only","Year-Only"
"9851","Member","Futur Buisness Leaders of America","08/28/11 00:00:00",,"6997",,
"9849","Member","Fbla","08/16/11 00:00:00",,"7000",,
"9847","Member","FBLA","01/01/11 00:00:00","01/01/11 00:00:00","7001","Year-Only","Year-Only"
"9849","Member","Explorers club","08/15/11 00:00:00",,"7002",,
"9861","Member","Future Business Leaders of America","08/24/11 00:00:00",,"7003",,
"9863","Catcher ","Florien Lady Cat Softball","01/10/10 00:00:00",,"7004",,
"9861","Keyboard Player","Florien High School Band","08/24/07 00:00:00",,"7005",,
"9863","Treasure ","4-H","10/16/05 00:00:00","05/18/09 00:00:00","7006",,
"9852","Member","Fbla","08/29/11 00:00:00",,"7007",,
"9857","Member","Future Business Leasders of America","08/30/11 00:00:00",,"7008",,
"9862","Member","4-H","01/01/11 00:00:00","01/01/11 00:00:00","7009","Year-Only","Year-Only"
"9857","Member","La Gear Up","08/23/09 00:00:00",,"7010",,
"9862","Member","Explores Club","01/01/11 00:00:00","01/01/11 00:00:00","7011","Year-Only","Year-Only"
"9862","Member","La Gear Up","01/01/11 00:00:00","01/01/11 00:00:00","7012","Year-Only","Year-Only"
"9879","Member","Beta Club","06/03/10 00:00:00",,"7015",,
"9884","Member","Beta Club","06/03/10 00:00:00",,"7016",,
"9879","Outside Hitter","Kings Mountain High School Volleyball","08/01/09 00:00:00","11/01/11 00:00:00","7017","Month-Only","Month-Only"
"10197","Member","Timberlake Band","09/07/07 00:00:00","06/11/12 00:00:00","7560",,
"10192","Ambassador","Hugh O'Brien Youth Leadership (HOBY)","06/19/11 00:00:00","06/21/11 00:00:00","7561",,
"10208","Player","Timberlake Basketball","03/01/05 00:00:00","03/01/09 00:00:00","7562","Month-Only","Month-Only"
"11691","Member","Health Education Career Students","08/26/12 00:00:00",,"9412",,
"11691","Member","Mounties Make A Wish","08/26/12 00:00:00",,"9413",,
"11666","Member ","Health Education Career Studens ","09/05/10 00:00:00",,"9414",,
"11645","Treasurer ","Future Business Leaders of America","08/13/11 00:00:00",,"9415",,
"11681","Member","Health Education Career Students","08/27/12 00:00:00",,"9416",,
"11645","Editor ","Yearbook staff ","08/21/12 00:00:00","01/08/13 00:00:00","9417",,
"11666","Volunteer ","Life Enrichment Center ","01/09/13 00:00:00",,"9418",,
"11681","Member","Make A Wish Foundation","08/27/12 00:00:00",,"9419",,
"11684","Member","Health Occupation Students of America","09/01/10 00:00:00","06/01/12 00:00:00","9420","Month-Only","Month-Only"
"11684","Member","Bible Club","09/01/10 00:00:00","06/01/11 00:00:00","9421","Month-Only","Month-Only"
"11681","Member","Family Career Community Leadership Of America","08/27/12 00:00:00",,"9422",,
"11681","Member","French Club","08/27/12 00:00:00",,"9423",,
"11676","Member","The Natioal Society of High School Scholars","08/01/12 00:00:00",,"9424","Month-Only",
"11649","Basketball Player","Brownsmill Recreational Center","04/05/10 00:00:00","02/03/12 00:00:00","9425",,
"11648","Member","Redan High TSA","10/01/12 00:00:00",,"9426","Month-Only",
"11702","Team Member","Chess Club ","01/27/13 00:00:00",,"9427",,
"11743","Student","Rousseaus Karate","05/16/11 00:00:00",,"9445",,
"11737","Player","Soccor","08/20/04 00:00:00","10/20/05 00:00:00","9446",,
"11756","Trombone player","Marching band","08/10/11 00:00:00","01/01/13 00:00:00","9447",,"Year-Only"
"11755","Watch baby","Daycare ","08/10/12 00:00:00","01/01/13 00:00:00","9448",,"Year-Only"
"11759","Member","Lsu offic asstiant","06/26/13 00:00:00","07/27/13 00:00:00","9449",,
"11750","Student","Jobs For American Graduate","01/05/13 00:00:00",,"9450",,
"11753","Students","Jobs for America Graduate","01/08/13 00:00:00",,"9451",,
"11754","Student","Jobs For American Graduats/ JAG","08/09/12 00:00:00",,"9452",,
"11752","CNA","Istrouma High School Jag","01/01/13 00:00:00","01/01/13 00:00:00","9453","Year-Only","Year-Only"
"11757","Student","Uniques Dance Team","01/07/09 00:00:00",,"9454",,
"11758","Student","Dancing Dolls","01/07/09 00:00:00",,"9455",,
"11751","Student","Jobs For American Graduates","08/19/12 00:00:00","05/15/13 00:00:00","9456",,
"11751","Defense of End","Football","08/08/12 00:00:00","11/23/12 00:00:00","9457",,
"11765","Platoon Leader","Jrotc","08/08/10 00:00:00",,"9458",,
"11763","Active member","Job for american graduates","01/01/13 00:00:00","01/01/13 00:00:00","9459","Year-Only","Year-Only"
"11765","Member","Jobs for American Graduates (JAG)","10/20/12 00:00:00",,"9460",,
"11767","Actor","BRec Theater","12/23/08 00:00:00",,"9461",,
"11764","Student","Job for american graduate football Baseball","09/01/12 00:00:00",,"9462",,
"11762","Public Direction Relation","Jobs For American Graduates","10/07/12 00:00:00",,"9463",,
"11762","Drill team","JROTC","08/07/10 00:00:00","08/07/12 00:00:00","9464",,
"11761","Public Direction Relations","Job for American Graduates","08/08/12 00:00:00",,"9465",,
"11768","Member","Workforce Investment Act","09/01/09 00:00:00",,"9466","Month-Only",
"11772","Center ","Lady Cougar Basketball  ","08/01/09 00:00:00","05/10/12 00:00:00","9467","Month-Only",
"11781","POINT GUARD","GYBA","01/02/13 00:00:00","12/27/13 00:00:00","9468",,
"11783","N/a","N/a","01/01/13 00:00:00","01/01/13 00:00:00","9469","Year-Only","Year-Only"
"11773","Member","Beta ","08/17/09 00:00:00",,"9470",,
"11773","Second Base, Pitcher, Short stop","Grant High Baseball","08/17/09 00:00:00",,"9471",,
"11770","Fellowship of Christian Athletes","Grant High School","08/13/10 00:00:00",,"9472",,
"11771","Vice President","Grant High FFA","08/14/09 00:00:00",,"9473",,
"11771","None","Grant High FCA","08/10/09 00:00:00","05/22/12 00:00:00","9474",,
"11785","Member","Danceline","03/13/12 00:00:00","02/11/13 00:00:00","9475",,
"11784","Right Guard","Grant High School Football","12/18/09 00:00:00","11/07/13 00:00:00","9476",,
"11775","Member","Grant High Baseball","08/01/09 00:00:00",,"9478","Month-Only",
"11794","Member","Future Farmers of America","01/10/13 00:00:00",,"9479",,
"11694","Member","Family Community Career Leaders Of America","11/26/12 00:00:00",,"9480",,
"9885","Member, Secretary","Family, Career, & Community Leaders of America","09/05/09 00:00:00",,"7018",,
"9879","Member","National Honors Society","09/01/11 00:00:00",,"7019","Month-Only",
"9878","Member ","Kings Mountain Band Association ","08/25/10 00:00:00",,"7020",,
"9886","Member","Health Education Career Students- HECS","09/06/10 00:00:00",,"7021",,
"9879","Member","National Technical Honors Society","09/01/11 00:00:00",,"7022","Month-Only",
"9878","Member","Beta Club","06/03/10 00:00:00",,"7023",,
"9887","Member","Beta club","06/03/10 00:00:00",,"7024",,
"9884","Member","National Technical Honor Society","09/01/11 00:00:00",,"7025","Month-Only",
"9885","Member","Health Education Career Students","09/09/09 00:00:00",,"7026",,
"9879","Member","Future Business Leaders of America","08/01/09 00:00:00","08/01/11 00:00:00","7027","Month-Only","Month-Only"
"9884","Member","National Honor Society","09/01/11 00:00:00",,"7028","Month-Only",
"9877","Swimmer","Kings Mountain High School Swim Team","11/02/09 00:00:00",,"7029",,
"9887","Member","Art Club","08/01/08 00:00:00",,"7030","Month-Only",
"9878","French Horn/ Mellophone Section Leader","Kings Mountain High School Band ","08/01/10 00:00:00",,"7031",,
"9886","Patrol Leader","Boy Scouts Of America - BSA Troop 92","06/15/04 00:00:00",,"7032",,
"9878","Member","National Technical Honors Society ","09/06/11 00:00:00",,"7033",,
"9885","Member, captain in 2009","Kings Mountain Cheerleading Team","05/22/08 00:00:00","11/27/10 00:00:00","7034",,
"8654","Dancer","Dance Specialties","08/01/10 00:00:00","12/01/11 00:00:00","7035","Month-Only","Month-Only"
"9887","Member","National Technical Honor Society ","08/01/11 00:00:00",,"7036","Month-Only",
"9877","Band/Colorgaurd","Kings Mountain High School Band","08/25/06 00:00:00",,"7037",,
"9882","Member","Heath Education Career Students","02/01/10 00:00:00",,"7038","Month-Only",
"9884","Member","Student Participation Organization","09/01/09 00:00:00","09/01/10 00:00:00","7039","Month-Only","Month-Only"
"9885","Member","National Technical Honor Society","09/06/11 00:00:00",,"7040",,
"9886","Member -Trumpet","Band ","08/25/06 00:00:00",,"7041",,
"9882","Member","True Gospel Holiness Church Youth Group","05/20/07 00:00:00",,"7042",,
"9878","Member","National Honors Society ","09/06/11 00:00:00",,"7043",,
"9881","President 12th grade, vice President 11th grade, m","Kings Mountain Band Association","08/25/09 00:00:00","06/08/12 00:00:00","7044",,
"9887","Member","Junior Beta Club","03/01/07 00:00:00","06/10/07 00:00:00","7045","Month-Only",
"9886","Member -Trumpet","Kings Mountain Band Assosciation - KMBA","08/25/08 00:00:00",,"7046",,
"9882","Tenor Saxaphone player","Kings Mountain High School Band","08/01/07 00:00:00",,"7047","Month-Only",
"9878","Captain, member of the team, Defense ","Varsity Women's Soccer Team at Kings Mountain High","02/13/09 00:00:00",,"7048",,
"9882","Member","Kings Mountain Band Association","08/01/09 00:00:00",,"7049","Month-Only",
"8654","Member","Health Education Career Students","08/01/10 00:00:00","06/01/11 00:00:00","7050","Month-Only","Month-Only"
"9881","Team member,JV 2YRS,Varsity 2yrs.","Soccer at Kings mountain HIgh school","01/12/09 00:00:00","06/08/12 00:00:00","7051",,
"9881","Member","Spanish Clib","08/25/11 00:00:00","06/08/12 00:00:00","7073",,
"9873","Intramural Sports","C.O. Bastian High School","02/23/11 00:00:00","09/15/11 00:00:00","7074",,
"9911","Member","Future Business Leaders of America","08/01/10 00:00:00",,"7079","Month-Only",
"9927","Photographer","News Paper Club","11/01/10 00:00:00","06/01/11 00:00:00","7133","Month-Only","Month-Only"
"9927","Member","Multi-Cultural Club","03/01/09 00:00:00","06/01/09 00:00:00","7134","Month-Only","Month-Only"
"9927","Member","Step Team","09/01/08 00:00:00","06/01/09 00:00:00","7135","Month-Only","Month-Only"
"9927","Model","Fashion Show","09/01/08 00:00:00","02/01/09 00:00:00","7136","Month-Only","Month-Only"
"9941","Member ","FCCLA","08/29/09 00:00:00",,"7145",,
"11046","Member ","Student Council","04/01/12 00:00:00",,"8467","Month-Only",
"11037","Member","SkillsUSA","08/01/10 00:00:00",,"8468","Month-Only",
"9927","Member","Chorus","09/01/04 00:00:00","06/01/05 00:00:00","7137","Month-Only","Month-Only"
"9927","Soldier","WW1 Re-enactment","05/01/08 00:00:00","06/01/08 00:00:00","7138","Month-Only","Month-Only"
"9927","Participator","Day Of Silence","03/01/11 00:00:00",,"7139","Month-Only",
"9927","Participant","Blue Print Program","06/01/11 00:00:00","07/01/11 00:00:00","7140","Month-Only","Month-Only"
"9927","Participant","Blue Print Program","06/01/11 00:00:00","07/01/11 00:00:00","7141","Month-Only","Month-Only"
"9927","Extra","Bullying Tape","08/01/11 00:00:00","09/01/11 00:00:00","7142","Month-Only","Month-Only"
"9927","Leader/Coordinator","Fresh Start","09/26/11 00:00:00","09/29/11 00:00:00","7143",,
"9944","Member","Key Club","08/01/10 00:00:00",,"7146","Month-Only",
"9944","Secretary","Teens Taking Action","08/01/11 00:00:00",,"7147","Month-Only",
"9944","Volunteer","Kewanee Humane Society","08/01/11 00:00:00",,"7148","Month-Only",
"9943","Swimmer","Swim team","10/03/11 00:00:00","04/12/12 00:00:00","7149",,
"9947","Headman of stage property","Musical Drama Club","10/01/09 00:00:00","09/01/10 00:00:00","7150","Month-Only","Month-Only"
"9940","Captain","Tennis Team","08/13/08 00:00:00",,"7151",,
"9947","Vice Minister of one of the department","Student Union","09/01/10 00:00:00","07/01/11 00:00:00","7152","Month-Only","Month-Only"
"9950","Member","Student counsil","08/01/11 00:00:00",,"7153","Month-Only",
"9937","Poolee","United States Marines","06/01/11 00:00:00",,"7154","Month-Only",
"9955","Member","FFA","08/01/07 00:00:00","08/01/10 00:00:00","7155","Month-Only","Month-Only"
"10005","Member","FBLA","08/01/11 00:00:00",,"7265","Month-Only",
"10016","Member","FFA","08/01/09 00:00:00",,"7266","Month-Only",
"10002","Member","Jr. Beta","08/01/08 00:00:00",,"7267","Month-Only",
"10018","Member","JROTC ","08/23/11 00:00:00",,"7268",,
"10007","Member","Cheerleading Squad","05/01/11 00:00:00",,"7269","Month-Only",
"10003","Member","FCS","08/01/11 00:00:00",,"7270","Month-Only",
"10016","Member","FBLA","08/01/09 00:00:00",,"7271","Month-Only",
"10004","Member","BETA","08/01/11 00:00:00",,"7272","Month-Only",
"10008","Member","FCS","08/01/11 00:00:00",,"7273","Month-Only",
"10002","Member","Future Business Leaders of America","08/01/10 00:00:00",,"7274","Month-Only",
"10018","Member","FCS","08/28/11 00:00:00",,"7275",,
"10001","Member","FCS","08/01/10 00:00:00",,"7276","Month-Only",
"10016","Player","FPHS Tennis","08/01/09 00:00:00",,"7277","Month-Only",
"10005","Volunteer","DHS","04/01/09 00:00:00","08/01/10 00:00:00","7278","Month-Only","Month-Only"
"10004","Member","FCS","08/01/10 00:00:00",,"7279","Month-Only",
"10007","Member","Track and Field","07/01/09 00:00:00","01/01/11 00:00:00","7280","Month-Only","Year-Only"
"10003","Member","FBLA","08/01/11 00:00:00",,"7281","Month-Only",
"10002","Member","Fellowship of Christian Students","08/01/10 00:00:00",,"7282","Month-Only",
"10013","Member","FPHS Weight team","09/10/11 00:00:00",,"7283",,
"10008","Left field","Baseball","09/01/10 00:00:00","01/01/11 00:00:00","7284","Month-Only","Year-Only"
"10007","Member","FCS","09/01/11 00:00:00","10/03/11 00:00:00","7285","Month-Only",
"10012","Member","FPHS weight team","09/20/11 00:00:00","11/22/11 00:00:00","7286",,
"10008","Member","FFA","10/01/11 00:00:00",,"7287","Month-Only",
"10023","Member","Beta","09/01/11 00:00:00",,"7288","Month-Only",
"10022","Linebacker","FPHS Football Team","05/01/10 00:00:00",,"7289","Month-Only",
"10201","Member","Junior State of America","10/10/11 00:00:00",,"7563",,
"10197","Volunteer","Kootenai Humane Society","07/07/10 00:00:00",,"7564",,
"10197","Volunteer","The Growing Place","07/05/11 00:00:00","09/03/11 00:00:00","7565",,
"10212","Member","Kootenai County Showmen 4-H","01/03/08 00:00:00","11/28/11 00:00:00","7566",,
"10217","Member","4-H","01/01/10 00:00:00","12/17/10 00:00:00","7567",,
"10221","Quizzerrrr","Quiz Team!!","11/01/11 00:00:00",,"7568",,
"10226","Sniper","Bad Company airsoft team","06/07/11 00:00:00",,"7569",,
"10216","Day Care Volunteer","Real Life Ministries","01/17/08 00:00:00",,"7570",,
"10225","Member","4H","01/09/09 00:00:00","08/27/09 00:00:00","7571",,
"11699","Member ","Future Farmers of America ","01/01/13 00:00:00",,"9481","Year-Only",
"11133","Player","Warriors varsity basketball team","10/13/11 00:00:00",,"9483",,
"11798","Member","Arrowhead Junior Golf Tour","02/25/12 00:00:00","01/01/13 00:00:00","9484",,"Year-Only"
"11150","Photographer","Caitlin Johnson Photography","09/24/12 00:00:00",,"8587",,
"11164","Player","Varsity Softball Team","01/11/13 00:00:00",,"9485",,
"11172","Lead Singer","Northern Stars (Sunnyside Church Youth Group Band)","01/20/09 00:00:00",,"9486",,
"11800","Member","Interns to America","06/21/11 00:00:00","06/28/11 00:00:00","9487",,
"11684","Dancer","Kingdom Living Ministries","01/01/07 00:00:00","01/01/08 00:00:00","9488","Month-Only","Month-Only"
"11687","Member","Family Community Career Leaders of America","09/11/12 00:00:00",,"9489",,
"11687","Member","Health Education Career Students","11/21/12 00:00:00",,"9490",,
"11695","Member","Health Education Career Students","09/09/11 00:00:00",,"9493",,
"11695","Member","Ambassadors Club","06/06/11 00:00:00",,"9494",,
"11695","Member","Future Business Leaders of America","09/03/10 00:00:00","06/10/11 00:00:00","9495",,
"11695","Member","Felloeship of Christain Athletes","09/04/10 00:00:00",,"9496",,
"11803","Member","Family, Career, and Community Leaders of America ","10/05/10 00:00:00",,"9497",,
"11803","Member","Women's Varsity Basketball","11/01/10 00:00:00","03/01/11 00:00:00","9498","Month-Only","Month-Only"
"11803","Member","Beta Club","08/01/11 00:00:00",,"9499","Month-Only",
"11803","Member","National Honor Society","10/01/12 00:00:00",,"9500","Month-Only",
"9987","WR CB RB LB ","KHS football","08/01/11 00:00:00",,"7160","Month-Only",
"9987","152","KHS wrestling ","11/01/10 00:00:00",,"7161","Month-Only",
"9974","Member","KHS Cross Country","08/01/09 00:00:00","10/01/10 00:00:00","7162","Month-Only","Month-Only"
"9984","Player","Football","07/09/05 00:00:00",,"7163",,
"9963","Team Leader","T.E.A.M","09/01/10 00:00:00","05/01/11 00:00:00","7164",,
"9963","Member","Student Council","08/17/08 00:00:00",,"7165",,
"9963","Captain","Cheerleader","08/01/08 00:00:00",,"7166","Month-Only",
"9963","Member","Volleyball ","08/01/08 00:00:00","10/01/08 00:00:00","7167","Month-Only","Month-Only"
"9963","Member","Basketball","10/01/09 00:00:00","02/01/10 00:00:00","7168","Month-Only","Month-Only"
"9985","Volunteer","United Way","05/05/09 00:00:00",,"7169",,
"9963","Member","Track and Feild","03/01/09 00:00:00","05/01/09 00:00:00","7170","Month-Only","Month-Only"
"9969","President","Family Career Community Leaders of America","05/01/11 00:00:00",,"7171","Month-Only",
"9961","Comunity Service Chairman","Family Career and Community Leaders of America","08/01/11 00:00:00",,"7172","Month-Only",
"9963","Member","Softball","03/01/10 00:00:00","05/01/10 00:00:00","7173","Month-Only","Month-Only"
"9969","Vice President","Key Club","05/01/11 00:00:00",,"7174","Month-Only",
"9969","Editor","Kewanite","08/01/11 00:00:00",,"7175","Month-Only",
"9976","Member","Key Club","08/18/09 00:00:00",,"7176",,
"9977","Member","T.E.A.M","10/01/11 00:00:00",,"7177","Month-Only",
"9962","Member","T.E.A.M.","03/01/11 00:00:00","05/01/11 00:00:00","7178","Month-Only","Month-Only"
"9969","Member","National Honor Society","05/01/11 00:00:00",,"7179","Month-Only",
"9976","Member","Student Council","08/19/11 00:00:00",,"7180",,
"9966","Member","T.E.A.M","03/01/11 00:00:00","05/01/11 00:00:00","7181","Month-Only","Month-Only"
"9977","Secretary","Art League","08/20/08 00:00:00",,"7183",,
"9972","Memeber","Key Club International","08/19/08 00:00:00",,"7184",,
"9972","Member","Student Council","08/19/08 00:00:00",,"7185",,
"9972","Member","J. Kyle Braid Leadership Organization","08/19/08 00:00:00",,"7186",,
"9972","Member ","Teens Encouraging and Mentoring","09/24/09 00:00:00",,"7187",,
"9972","Co-captain","Basketball","11/01/08 00:00:00",,"7188","Month-Only",
"9972","Starter","Volleyball","08/19/08 00:00:00",,"7189",,
"9981","Drummer","Apostolic Assembly","08/25/06 00:00:00",,"7190",,
"9967","Running Back/Safety","Football","08/10/08 00:00:00","10/05/11 00:00:00","7191",,
"9968","Member","Cub scouts","09/01/08 00:00:00","03/01/09 00:00:00","7192","Month-Only","Month-Only"
"9982","Member ","Summer camp","07/11/08 00:00:00","07/17/08 00:00:00","7193",,
"9984","Member","Key Club","09/04/09 00:00:00",,"7194",,
"9926","HFC","Kewanee High School","05/01/09 00:00:00",,"7195","Month-Only",
"9926","DC","Kewanee High School","06/01/08 00:00:00","05/01/09 00:00:00","7196","Month-Only","Month-Only"
"10031","Member","BETA","05/01/11 00:00:00",,"7290","Month-Only",
"10026","Member","Future Business Leaders of America","09/01/11 00:00:00",,"7291","Month-Only",
"10028","Member","Future Business Leaders of America","09/01/11 00:00:00",,"7292","Month-Only",
"10029","Member","Future Buisness Leaders of America","09/01/11 00:00:00",,"7293","Month-Only",
"10021","Z","Fphs football team","02/01/10 00:00:00",,"7294","Month-Only",
"10034","Member","Future Business Leaders of America","08/01/09 00:00:00",,"7295","Month-Only",
"10027","Member","Future Business Leaders of America","08/01/10 00:00:00",,"7296","Month-Only",
"10037","Quarterback","FPHS Varsity Football Team","08/01/09 00:00:00",,"7297","Month-Only",
"10219","Member","Mountain Gem 4-H","01/17/02 00:00:00","08/30/08 00:00:00","7572",,
"10216","Pageant Contestant","Miss Teen of America","08/05/11 00:00:00","08/07/11 00:00:00","7573",,
"10659","Member","Club Peace","09/05/11 00:00:00",,"7970",,
"10657","Member","Club Peace","09/06/11 00:00:00",,"7971",,
"10659","Volunteer","Athol Fire Department","10/15/11 00:00:00",,"7972",,
"10660","Barrel Racer/Employee","Canyon Creek Farms","01/01/11 00:00:00","11/01/11 00:00:00","7973","Month-Only","Month-Only"
"9984","Swimmer","Kewanee Swim Team","10/01/04 00:00:00",,"7197",,
"9976","Member","Art Legue","08/19/09 00:00:00",,"7198",,
"9976","Team member","Volleyball Softabll Poms","08/19/09 00:00:00",,"7199",,
"9966","Member","Volleyball","08/01/09 00:00:00",,"7200","Month-Only",
"9966","Member","Basketball ","08/01/09 00:00:00",,"7201","Month-Only",
"9966","Member","Art League","08/01/10 00:00:00","05/01/11 00:00:00","7202","Month-Only","Month-Only"
"9972","Athlete","Weight Lifting","01/01/10 00:00:00",,"7203","Year-Only",
"10035","Treasurer","Future Farmers of America","10/01/11 00:00:00",,"7298","Month-Only",
"10030","Member","FCS","09/01/11 00:00:00",,"7299","Month-Only",
"10022","Member","Future Business Leaders Of America","05/01/10 00:00:00",,"7300","Month-Only",
"10034","Flutist","Patriot High School Band","05/01/09 00:00:00",,"7301","Month-Only",
"10035","Member","Future Business Leaders of America","01/01/11 00:00:00","01/01/11 00:00:00","7302","Year-Only","Year-Only"
"10035","Member","Beta","01/01/11 00:00:00","01/01/11 00:00:00","7303","Year-Only","Year-Only"
"10036","Cadet Sergeant","J.R.O.T.C","08/01/10 00:00:00","10/03/11 00:00:00","7304","Month-Only",
"10034","Member","BETA","09/01/09 00:00:00","01/01/11 00:00:00","7305","Month-Only","Year-Only"
"10030","Member","Band","08/01/10 00:00:00",,"7306","Month-Only",
"10035","Reporter","4-H Club","01/01/11 00:00:00",,"7307","Year-Only",
"10027","Member","Future Community Career Leaders of America","08/01/11 00:00:00",,"7308","Month-Only",
"10022","Member","Beta","05/01/06 00:00:00","05/01/10 00:00:00","7309","Month-Only","Month-Only"
"10031","Sergeant","J.R.O.T.C","08/01/10 00:00:00",,"7310","Month-Only",
"10021","Z","Fphs ffa","10/01/11 00:00:00",,"7311",,
"10026","Member","Future Community Career Leaders of America","09/01/11 00:00:00",,"7312","Month-Only",
"10029","Member","Beta","09/01/09 00:00:00",,"7313","Month-Only",
"10023","Percussion","Farmerville High School Band","09/01/08 00:00:00","10/01/10 00:00:00","7314","Month-Only","Month-Only"
"10036","Member","FCS","09/01/11 00:00:00",,"7315","Month-Only",
"10032","Cadet Sergeant","J.R.O.T.C","08/01/10 00:00:00",,"7316","Month-Only",
"10029","Member","Fellowship of Christian Students","09/01/11 00:00:00",,"7317","Month-Only",
"10027","Member","Fellowship of Christian Students","08/01/11 00:00:00",,"7318","Month-Only",
"10037","Member","Student Council","11/01/09 00:00:00",,"7319","Month-Only",
"10023","Treasurer","4H","09/01/10 00:00:00","09/01/11 00:00:00","7320","Month-Only","Month-Only"
"10035","Member","Fellowship of Christian Students","01/01/11 00:00:00","01/01/11 00:00:00","7321","Year-Only","Year-Only"
"10026","Member","Fellowship of Christian Students","09/01/11 00:00:00",,"7322","Month-Only",
